gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,8,449.78866666666664,-502325084#1;-535519490#1;4935286#3;4970256#8;502325084#3;5197062#3;747448014;783907721#0,runs_J_k16_plain\none_seed0\g001_i000,runs_J_k16_plain\none_seed0\g001_i000\tripinfo.xml
1,1,12,575.692,-120682114#1;-205590836#0;-311298662#1;-5197062#4;111677669#0;24337240#5;24337240#7;26216781#1;311298682#0;4935286#3;498033359#3;876057378#1,runs_J_k16_plain\none_seed0\g001_i001,runs_J_k16_plain\none_seed0\g001_i001\tripinfo.xml
1,2,10,594.3046666666667,-205590836#0;-5197062#4;-782714971#4;-783907721#1;-783907721#2;131942152;26216781#3;37628709#0;4935286#1;7924772,runs_J_k16_plain\none_seed0\g001_i002,runs_J_k16_plain\none_seed0\g001_i002\tripinfo.xml
1,3,8,653.2433333333333,-25970859#0;-4950193;-498033359#1;-880137009#1;28468732#1;311298662#1;498033359#1;58621262#1,runs_J_k16_plain\none_seed0\g001_i003,runs_J_k16_plain\none_seed0\g001_i003\tripinfo.xml
1,4,12,642.0953333333333,-120682114#2;-24337240#0;-25970859#0;-25970859#1;-783907721#0;120682114#1;120682114#3;26216781#2;26216781#3;4935286#0;4970256#5;58621262#0,runs_J_k16_plain\none_seed0\g001_i004,runs_J_k16_plain\none_seed0\g001_i004\tripinfo.xml
1,5,13,601.7386666666666,-24337240#7;-74277990;-880137009#0;111681903#1;111681903#3;111681905#1;28468730#0;311298658;4935286#2;535519490#0;58621262#0;876057378#4;876343449#0,runs_J_k16_plain\none_seed0\g001_i005,runs_J_k16_plain\none_seed0\g001_i005\tripinfo.xml
1,6,7,638.19,-24337240#6;-4950193;111681905#2;37628709#1;502325084#0;5197062#3;747448014,runs_J_k16_plain\none_seed0\g001_i006,runs_J_k16_plain\none_seed0\g001_i006\tripinfo.xml
1,7,14,465.3826666666667,-24337240#0;-24337240#3;-74277990;-782714966#1;111677669#1;111681905#1;26216779#1;26216781#3;4935286#2;502325084#0;502325084#3;535519490#1;62826731;782714971#2,runs_J_k16_plain\none_seed0\g001_i007,runs_J_k16_plain\none_seed0\g001_i007\tripinfo.xml
1,8,7,656.4013333333334,-111677668#3;-111681903#1;-205590836#0;-24337240#1;25970859#1;311298682#0;58621262#1,runs_J_k16_plain\none_seed0\g001_i008,runs_J_k16_plain\none_seed0\g001_i008\tripinfo.xml
1,9,8,1000000000000.0,-120682114#1;-25970859#0;24337240#1;26216779#0;26216781#0;28468732#1;876057378#1;876057378#3,runs_J_k16_plain\none_seed0\g001_i009,runs_J_k16_plain\none_seed0\g001_i009\tripinfo.xml
1,10,9,760.528,-120682114#3;-74277990;111681903#2;131942152;25970859#1;28468730#1;498033359#3;58621262#0;783907721#1,runs_J_k16_plain\none_seed0\g001_i010,runs_J_k16_plain\none_seed0\g001_i010\tripinfo.xml
