gen,best_pred,mean_pred
1,-594.526559,-608.223374
2,-565.126597,-604.413300
3,-553.665182,-603.275131
4,-553.665182,-604.362453
5,-553.665182,-605.318006
6,-553.665182,-606.161350
7,-553.665182,-605.210653
8,-553.665182,-605.382728
9,-545.091770,-604.273882
10,-545.091770,-604.050575
11,-545.091770,-603.249325
12,-545.091770,-605.091667
13,-545.091770,-603.826382
14,-538.676984,-600.765650
15,-538.676984,-607.255342
16,-538.676984,-600.295937
17,-538.676984,-604.607091
18,-538.676984,-601.512661
19,-538.676984,-604.613798
20,-538.676984,-606.055555
21,-538.676984,-603.297441
22,-538.676984,-601.846248
23,-538.676984,-603.386292
24,-538.676984,-605.899033
25,-538.676984,-602.187114
26,-538.676984,-604.054715
27,-538.676984,-602.614940
28,-538.676984,-604.516062
29,-538.676984,-601.873079
30,-538.676984,-602.571369
31,-538.676984,-603.403055
32,-538.676984,-598.933746
33,-538.676984,-605.901302
34,-538.676984,-605.416136
35,-534.265506,-600.881280
36,-534.265506,-605.582277
37,-534.265506,-600.438892
38,-534.265506,-606.025871
39,-534.265506,-605.774783
40,-534.265506,-601.523984
41,-534.265506,-603.164670
42,-534.265506,-602.601416
43,-534.265506,-601.525863
44,-534.265506,-602.828498
45,-534.265506,-605.623333
46,-534.265506,-603.983042
47,-534.265506,-601.083519
48,-534.265506,-598.520336
49,-534.265506,-600.256471
50,-534.265506,-606.010264
51,-534.265506,-605.082609
52,-534.265506,-604.631595
53,-534.265506,-605.925601
54,-534.265506,-599.904010
55,-534.265506,-605.363667
56,-534.265506,-603.210526
57,-534.265506,-603.191745
58,-534.265506,-603.666731
59,-534.265506,-606.183869
60,-534.265506,-603.841215
61,-534.265506,-602.857594
62,-534.265506,-604.523108
63,-534.265506,-603.978610
64,-534.265506,-601.283319
65,-534.265506,-604.255786
66,-534.265506,-605.817718
67,-534.265506,-604.012122
68,-534.265506,-600.686496
69,-534.265506,-603.783933
70,-534.265506,-604.100651
71,-534.265506,-602.808051
72,-534.265506,-606.020053
73,-534.265506,-605.601000
74,-534.265506,-598.838409
75,-534.265506,-604.665255
76,-534.265506,-605.071214
77,-534.265506,-603.380895
78,-534.265506,-598.451176
79,-534.265506,-604.193784
80,-534.265506,-600.768316
81,-534.265506,-603.289266
82,-534.265506,-598.598665
83,-534.265506,-599.549873
84,-534.265506,-600.737535
85,-534.265506,-600.301692
86,-534.265506,-604.439474
87,-534.265506,-605.094637
88,-534.265506,-604.595318
89,-534.265506,-604.031890
90,-534.265506,-602.562880
91,-534.265506,-603.887465
92,-534.265506,-600.919661
93,-534.265506,-601.877464
94,-534.265506,-604.915618
95,-534.265506,-599.860952
96,-534.265506,-601.379433
97,-534.265506,-601.020661
98,-534.265506,-603.683802
99,-534.265506,-604.089072
100,-533.742547,-599.533288
101,-533.742547,-600.497383
102,-533.742547,-605.032797
103,-533.742547,-604.901231
104,-533.742547,-601.699946
105,-533.742547,-600.811808
106,-533.742547,-603.849206
107,-533.742547,-602.127118
108,-533.742547,-606.130845
109,-533.742547,-605.818615
110,-533.742547,-605.036894
111,-533.742547,-599.100247
112,-533.742547,-600.694739
113,-533.742547,-603.637894
114,-533.742547,-604.264354
115,-533.742547,-604.751355
116,-533.742547,-604.156674
117,-533.742547,-604.021926
118,-533.742547,-602.746418
119,-533.742547,-604.190341
120,-533.742547,-602.911330
121,-533.742547,-601.416505
122,-533.742547,-603.802121
123,-533.742547,-606.307021
124,-533.742547,-605.001583
125,-533.742547,-602.738101
126,-533.742547,-605.888922
127,-533.742547,-595.909893
128,-533.742547,-605.902960
129,-533.742547,-600.136470
130,-533.742547,-605.164153
131,-533.742547,-604.144178
132,-533.742547,-606.452778
133,-533.742547,-604.481445
134,-533.742547,-597.746199
135,-533.742547,-606.230461
136,-533.742547,-603.742555
137,-533.742547,-598.283136
138,-533.742547,-604.006839
139,-533.742547,-605.302694
